Chem_formula,Temp,Cp,H,G,S,L
B1,900,24.245,0.432093651,0.948132781,0.528525708,0.926714471
B1,800,23.361,0.850813605,0.890585011,0.99877915,0.269947064
B1,700,22.249,0.611192553,0.003820272,0.598659253,0.623156408
B1,600,20.778,0.192273245,0.824790146,0.320372068,0.278571958
B1,500,18.722,0.935649545,0.360137678,0.198092977,0.254894683
B1,450,17.361,0.844580724,0.209747401,0.554380784,0.005742902
B1,400,15.693,0.498677401,0.259351354,0.137591849,0.236675128
B1,350,13.654,0.503531745,0.839990107,0.716553854,0.509191095
B1,300,11.405,0.446078708,0.309414033,0.99140354,0.913406966
B1F4K1,298,114.483,0.433361674,0.976711666,0.236775355,0.071505658
B1F4K1,1400,177.456,0.339422909,0.057033821,0.669338262,0.351765529
B1F4K1,1300,173.038,0.288254863,0.066598762,0.74527744,0.808378256
B1F4K1,1200,168.619,0.184624974,0.516794861,0.929756142,0.304383603
B1F4K1,1100,164.197,0.230116041,0.728102694,0.511155607,0.932373296
B1F4K1,1000,159.779,0.153282301,0.24534133,0.602928166,0.330535738
B1F4K1,900,155.356,0.313926351,0.300938729,0.185202406,0.903105923
B1F4K1,843,152.838,0.644495088,0.441044236,0.363867666,0.926527397
B1F4K1,800,150.938,0.470361493,0.149122929,0.309280516,0.142583587
B1F4K1,700,146.519,0.13090753,0.429774299,0.028949781,0.152991154
B1F4K1,600,142.097,0.770229641,0.848892207,0.377118497,0.261655456
B1F4K1,556,156.027,0.757679889,0.830751196,0.888206563,0.987572541
B1F4K1,556,140.146,0.374713331,0.522603621,0.37585464,0.914082793
B1F4K1,500,146.963,0.710687255,0.304542237,0.470566258,0.74153387
B1F4K1,400,130.817,0.896800343,0.072086621,0.95153907,0.732689124
B1F4K1,300,114.78,0.8906092,0.705918414,0.312788342,0.145388762
B1H3O3,298,81.337,0.059480288,0.065422272,0.563336034,0.285240766
B1H3O3,1400,181.279,0.075898763,0.798468696,0.786342021,0.797080497
B1H3O3,1300,177.653,0.172791942,0.613140077,0.356925851,0.006033472
B1H3O3,1200,173.218,0.675790887,0.112604399,0.490586934,0.712893899
B1H3O3,1100,167.974,0.868840575,0.171426851,0.969304295,0.151675201
B1H3O3,1000,161.921,0.422078209,0.198555406,0.799386815,0.761342464
B1H3O3,900,155.017,0.999164128,0.885181825,0.660604292,0.147927196
B1H3O3,800,147.277,0.447878599,0.101356474,0.02995054,0.084880159
B1H3O3,700,137.915,0.257347659,0.256343633,0.859522151,0.310206171
B1H3O3,600,127.194,0.79087322,0.378769711,0.823142285,0.761675784
B1H3O3,500,114.642,0.249029656,0.863320638,0.62071813,0.671135986
B1H3O3,400,100.207,0.63560754,0.183939285,0.878873162,0.330795691
B1H3O3,300,81.755,0.234454317,0.990355558,0.439731396,0.344702979
B1H4Li1,298,82.539,0.99952176,0.71329154,0.162175353,0.275838331
B1H4Li1,1900,121.502,0.292732473,0.130583579,0.543843263,0.945222151
B1H4Li1,1800,121.007,0.666569163,0.843633307,0.775611672,0.012294751
B1H4Li1,1700,120.477,0.23357555,0.49264108,0.214872879,0.545980051
B1H4Li1,1600,119.913,0.414073778,0.901849074,0.83218892,0.066196719
B1H4Li1,1500,119.316,0.141900742,0.441967956,0.043905646,0.119179827
B1H4Li1,1400,118.684,0.017547191,0.747293184,0.753514844,0.413528623
B1H4Li1,1300,118.019,0.710927433,0.632130538,0.451623296,0.102464232
B1H4Li1,1200,117.319,0.370966918,0.686294618,0.445392533,0.572874288
B1H4Li1,1100,116.392,0.185444868,0.793371419,0.73888467,0.438130303
B1H4Li1,1000,115.353,0.945054988,0.984186898,0.241705684,0.959634156
B1H4Li1,900,114.349,0.871746963,0.007685883,0.606541629,0.94565385
B1H4Li1,800,113.052,0.690530271,0.866115331,0.581808187,0.426043583
B1H4Li1,700,109.914,0.900797008,0.639466262,0.688537789,0.890459329
B1H4Li1,600,105.144,0.604192971,0.14889374,0.628553088,0.250276041
B1H4Li1,500,98.282,0.175152704,0.037124662,0.303719357,0.04665699
B1H4Li1,400,91.002,0.809301926,0.87913118,0.583098826,0.355441762
B1H4Li1,300,82.989,0.319271932,0.28215841,0.326415678,0.99649972
B1H4Na1,1900,133.679,0.960468666,0.542724692,0.658024215,0.888030961
B1H4Na1,1800,133.553,0.356569989,0.257659053,0.674496242,0.163657834
B1H4Na1,1700,133.511,0.729624016,0.054220849,0.437561347,0.959592518
B1H4Na1,1600,133.428,0.569182781,0.844518584,0.074468253,0.714218701
B1H4Na1,1500,133.302,0.71727677,0.515552011,0.010875304,0.638293394
B1H4Na1,1400,133.135,0.154090749,0.672943101,0.705263367,0.695501474
B1H4Na1,1300,132.675,0.35818664,0.037342097,0.928701981,0.858356046
B1H4Na1,1200,131.754,0.759881303,0.988443193,0.344763886,0.092173448
B1H4Na1,1100,130.039,0.320482143,0.002855926,0.810766009,0.703827961
B1H4Na1,1000,127.445,0.15493884,0.930804796,0.576333894,0.869814444
B1H4Na1,900,124.265,0.028751568,0.904501449,0.769050397,0.516099757
B1H4Na1,800,120.248,0.322173804,0.142349475,0.855780868,0.315232914
B1H4Na1,700,115.269,0.498432772,0.317011613,0.979647425,0.430130078
B1H4Na1,600,108.617,0.541410797,0.812855616,0.523864627,0.319652257
B1H4Na1,500,101.797,0.484383974,0.772743459,0.529840765,0.933300937
B1H4Na1,400,94.558,0.157997669,0.796982265,0.140794134,0.785088517
B1H4Na1,300,86.642,0.936096301,0.104791954,0.823174043,0.923049399
B1H4Na1,298,86.483,0.195938939,0.110696503,0.430768518,0.54309325
B1Li1O2,298,60.371,0.865520849,0.152681293,0.115184526,0.602428812
B1Li1O2,1900,158.636,0.122826722,0.799858759,0.821516653,0.789419078
B1Li1O2,1800,153.072,0.608057426,0.240367096,0.175581086,0.227670033
B1Li1O2,1700,147.507,0.821163448,0.520277489,0.935081228,0.856358889
B1Li1O2,1600,141.938,0.517682776,0.329242523,0.931725204,0.349783731
B1Li1O2,1500,136.369,0.480761636,0.830931746,0.144240289,0.495186966
B1Li1O2,1400,130.788,0.097135111,0.771746063,0.804838133,0.24236128
B1Li1O2,1300,125.202,0.196629146,0.14402347,0.627110659,0.929350888
B1Li1O2,1200,119.604,0.891959966,0.084792837,0.378163221,0.125813523
B1Li1O2,1117,114.943,0.346960946,0.519115496,0.62623988,0.965969416
B1Li1O2,1100,113.989,0.502573673,0.337472645,0.978113004,0.522782565
B1Li1O2,1000,108.353,0.627965131,0.739210202,0.695908836,0.438395605
B1Li1O2,900,102.675,0.107456627,0.029111286,0.251726554,0.347170869
B1Li1O2,800,96.939,0.878019307,0.172595258,0.90504566,0.525793009
B1Li1O2,700,91.098,0.072980321,0.971380284,0.545421858,0.652643238
B1Li1O2,600,85.057,0.053370628,0.875746815,0.186826262,0.232056401
B1Li1O2,500,78.605,0.5612627,0.819447875,0.034008715,0.638777415
B1Li1O2,400,71.145,0.388208007,0.288744689,0.595545097,0.755583243
B1Li1O2,300,60.618,0.113887551,0.798871149,0.594019498,0.899622404
B1N1,298,19.719,0.438536765,0.752525008,0.93990449,0.555000733
B1N1,3400,48.953,0.640982246,0.367659579,0.809974032,0.125572188
B1N1,3300,48.953,0.402619911,0.306622575,0.544745148,0.476376222
B1N1,3200,48.953,0.716506737,0.134341788,0.250927422,0.951744435
B1N1,3100,48.953,0.502881513,0.830023747,0.065402982,0.271169913
B1N1,3000,48.953,0.947059132,0.888138059,0.192527079,0.965804349
B1N1,2900,48.953,0.312330765,0.389131891,0.54881283,0.972155898
B1N1,2800,48.953,0.327486819,0.171459207,0.152187294,0.304029616
B1N1,2700,48.953,0.786293675,0.270630658,0.732745036,0.154845842
B1N1,2600,48.953,0.636576806,0.496400333,0.865716502,0.260493848
B1N1,2500,48.953,0.735858544,0.765686811,0.224351199,0.358533991
B1N1,2400,48.953,0.690706264,0.863396487,0.655767815,0.472129516
B1N1,2300,48.953,0.249891933,0.330899787,0.275056005,0.815916292
B1N1,2200,48.953,0.194293627,0.042652865,0.332339934,0.284981708
B1N1,2100,48.953,0.172022862,0.246020202,0.252686592,0.244241177
B1N1,2000,48.953,0.982405734,0.74108356,0.247338535,0.352212111
B1N1,1900,48.953,0.659823082,0.900731296,0.970259159,0.943797847
B1N1,1800,48.953,0.651427002,0.212952165,0.485271335,0.19225371
B1N1,1700,48.939,0.085962228,0.398630684,0.600490278,0.89298048
B1N1,1600,48.911,0.258357181,0.363563397,0.461600489,0.21596703
B1N1,1500,48.702,0.280498896,0.012673513,0.869983442,0.538466846
B1N1,1400,48.283,0.348668072,0.290302631,0.376705057,0.882170397
B1N1,1300,47.698,0.056257593,0.571476179,0.00180436,0.128624897
B1N1,1200,46.861,0.944316458,0.948158032,0.671365469,0.934708972
B1N1,1100,45.815,0.126064391,0.916100277,0.076166198,0.247530235
B1N1,1000,44.35,0.590851291,0.693738395,0.88269218,0.718025655
B1N1,900,42.593,0.223913743,0.227943947,0.772880919,0.498860486
B1N1,800,40.459,0.165890107,0.129072762,0.985813466,0.205773272
B1N1,700,38.074,0.190826001,0.281070683,0.890891091,0.860032118
B1N1,600,35.229,0.686085217,0.195548101,0.086712571,0.612236473
B1N1,500,31.38,0.550914507,0.465773202,0.686780854,0.778038877
B1N1,400,26.276,0.245575684,0.299672646,0.125006479,0.697769846
B1N1,300,19.849,0.801731123,0.20256418,0.659693751,0.035791098
B1Ti1,3900,55.94,0.55690789,0.193766987,0.539856036,0.003775252
B1Ti1,3800,55.806,0.648357917,0.756937985,0.449016381,0.027751538
B1Ti1,3700,55.672,0.388392032,0.158704114,0.598546802,0.437087411
B1Ti1,3600,55.538,0.737347074,0.504160284,0.941173631,0.06819484
B1Ti1,3500,55.405,0.713898091,0.442782506,0.460248925,0.986819447
B1Ti1,3400,55.271,0.86325442,0.144434547,0.906645658,0.188570142
B1Ti1,3300,55.137,0.596550068,0.843631667,0.582683795,0.92534197
B1Ti1,3200,55.003,0.191191767,0.249488497,0.27411578,0.581771232
B1Ti1,3100,54.869,0.892886641,0.462901492,0.562471201,0.239828802
B1Ti1,3000,54.735,0.690482592,0.309396384,0.874548765,0.585073117
B1Ti1,2900,54.601,0.318910611,0.783123912,0.379305724,0.340834354
B1Ti1,2800,54.467,0.199742723,0.674166521,0.972286719,0.154971946
B1Ti1,2700,54.333,0.808996552,0.858905154,0.482984617,0.213251843
B1Ti1,2600,54.2,0.794086919,0.375643503,0.475517468,0.817363731
B1Ti1,2500,54.066,0.910920542,0.344288577,0.728405775,0.744760018
B1Ti1,2400,53.932,0.838002375,0.396710187,0.355849659,0.741979322
B1Ti1,2300,53.798,0.277013716,0.699405715,0.969704459,0.911950658
B1Ti1,2200,53.664,0.697069384,0.260994002,0.879164051,0.078043449
B1Ti1,2100,53.53,0.389782121,0.75811144,0.867687109,0.152403528
B1Ti1,2000,53.396,0.713072456,0.828224761,0.212045047,0.453077861
B1Ti1,1900,53.262,0.482158191,0.804668863,0.997678114,0.707048716
B1Ti1,1800,53.128,0.19035127,0.372827924,0.998524629,0.439565503
B1Ti1,1700,52.995,0.595014786,0.475866174,0.005581556,0.981364232
B1Ti1,1600,52.861,0.696270614,0.844622216,0.017324833,0.416249595
B1Ti1,1500,52.727,0.220247392,0.388788586,0.826210916,0.855011414
B1Ti1,1400,52.593,0.330994189,0.249969557,0.94764909,0.178686819
B1Ti1,1300,52.459,0.655909642,0.367706531,0.651749414,0.096496166
B1Ti1,1200,52.325,0.885420161,0.667696726,0.652995726,0.692973376
B1Ti1,1100,52.191,0.75113163,0.270677464,0.078917299,0.82722687
B1Ti1,1000,51.915,0.159307797,0.880958954,0.731592129,0.054395938
B1Ti1,900,51.488,0.377362465,0.685184965,0.018173283,0.506074852
B1Ti1,800,50.911,0.012624184,0.647568309,0.145801881,0.499948673
B1Ti1,700,50.124,0.170384641,0.737299302,0.768284301,0.83184228
B1Ti1,600,48.568,0.46334906,0.993782242,0.21035341,0.971705562
B1Ti1,500,45.714,0.018174866,0.304948686,0.47661554,0.699770545
B1Ti1,400,40.334,0.339147339,0.361446504,0.816460355,0.957436674
B1Ti1,300,29.916,0.063177843,0.28991137,0.289716973,0.420276491
B1Ti1,298,29.673,0.480660314,0.028721576,0.965126656,0.536602935
B2Be3O6,298,139.746,0.278670414,0.048406042,0.671601045,0.793943357
B2Be3O6,2900,332.754,0.43776725,0.703078879,0.563598077,0.923736391
B2Be3O6,2800,330.829,0.028953043,0.793477389,0.464531414,0.994271825
B2Be3O6,2700,328.904,0.546940403,0.180080712,0.898742299,0.744261087
B2Be3O6,2600,327.105,0.046013563,0.18534786,0.029349256,0.087310477
B2Be3O6,2500,325.18,0.134566987,0.94498759,0.923714976,0.77076693
B2Be3O6,2400,323.423,0.127277898,0.498870871,0.751317635,0.099045661
B2Be3O6,2300,321.582,0.27045102,0.110916306,0.189882278,0.098233759
B2Be3O6,2200,319.658,0.455505563,0.641508257,0.195004263,0.708731823
B2Be3O6,2100,317.649,0.030809205,0.156161325,0.752110098,0.426676135
B2Be3O6,2000,315.474,0.929286765,0.02836247,0.101680256,0.537676273
B2Be3O6,1900,313.382,0.790574085,0.766623712,0.076807594,0.806220638
B2Be3O6,1800,311.206,0.961185188,0.81185661,0.752845033,0.040511113
B2Be3O6,1700,308.905,0.879429624,0.37277273,0.945272199,0.79510971
B2Be3O6,1600,306.729,0.79859849,0.81350142,0.059879996,0.286256214
B2Be3O6,1500,304.553,0.399934098,0.745992592,0.703278625,0.373691302
B2Be3O6,1400,302.21,0.276133677,0.634168078,0.725437428,0.418331034
B2Be3O6,1300,299.574,0.780512972,0.791794858,0.666528409,0.531755656
B2Be3O6,1200,296.395,0.599130486,0.842864981,0.12437357,0.562252873
B2Be3O6,1100,292.211,0.319072019,0.178673959,0.065837312,0.295042292
B2Be3O6,1000,286.269,0.014405289,0.967998075,0.683895645,0.007689978
B2Be3O6,900,277.567,0.931422425,0.70431564,0.287293927,0.886338975
B2Be3O6,800,264.805,0.763400863,0.616158766,0.910579187,0.536368045
B2Be3O6,700,247.567,0.415554976,0.362809121,0.443353985,0.477471886
B2Be3O6,600,226.605,0.304174566,0.063892459,0.965899728,0.86389752
B2Be3O6,500,202.84,0.25931659,0.467532154,0.89605615,0.667747861
B2Be3O6,400,175.017,0.912714852,0.006507545,0.356764479,0.31964677
B2Be3O6,300,140.415,0.812567348,0.350768035,0.91840682,0.020469177
B2H4O4,1400,258.99,0.281311324,0.096314678,0.684169471,0.168346898
B2H4O4,1300,253.801,0.404213028,0.511804065,0.610542003,0.968845892
B2H4O4,1200,247.442,0.377699528,0.779287835,0.079425255,0.662275244
B2H4O4,1100,239.994,0.155503336,0.028682713,0.856739813,0.698295756
B2H4O4,1000,231.333,0.287416255,0.441843179,0.029512449,0.581501694
B2H4O4,900,221.459,0.216910327,0.381953143,0.16873774,0.772738178
B2H4O4,800,210.413,0.787151742,0.75796307,0.797012231,0.888461866
B2H4O4,700,197.025,0.62463505,0.699504445,0.238096201,0.288746231
B2H4O4,600,181.711,0.670455523,0.25477844,0.839358008,0.018563975
B2H4O4,500,163.762,0.897186513,0.742647093,0.228212368,0.471343755
B2H4O4,400,143.135,0.483450544,0.278456483,0.885584589,0.827789738
B2H4O4,300,116.775,0.177770009,0.443455052,0.054096237,0.960395492
B2H4O4,298,116.19,0.707498884,0.284681485,0.313827581,0.578111355
B2Mg1,1900,92.242,0.42708249,0.797269009,0.048862753,0.352685295
B2Mg1,1800,90.249,0.201789981,0.765712196,0.180762906,0.074651887
B2Mg1,1700,88.162,0.386027699,0.891194942,0.583190457,0.726670776
B2Mg1,1600,85.981,0.039347408,0.126409967,0.148029696,0.69358188
B2Mg1,1500,83.643,0.480347495,0.864411134,0.645672292,0.576649369
B2Mg1,1400,81.17,0.196123722,0.324392894,0.200064504,0.306446283
B2Mg1,1300,78.795,0.606147657,0.272959881,0.445984154,0.491732058
B2Mg1,1200,76.442,0.305669515,0.797919777,0.862573727,0.781448456
B2Mg1,1100,74.078,0.183085699,0.706349258,0.191052367,0.259512145
B2Mg1,1000,71.714,0.62045178,0.25751623,0.221564594,0.192919698
B2Mg1,900,69.162,0.959589794,0.670428479,0.562224047,0.236765007
B2Mg1,800,66.526,0.511289173,0.42486383,0.045769294,0.009538308
B2Mg1,700,64.015,0.573768416,0.851433897,0.265323637,0.576358522
B2Mg1,600,61.379,0.789659297,0.838568589,0.151057569,0.473799359
B2Mg1,500,58.409,0.707943235,0.812398145,0.455688034,0.172878051
B2Mg1,400,54.392,0.175445339,0.879739232,0.685227952,0.325149723
B2Mg1,300,47.865,0.550248522,0.782924377,0.09934301,0.027813397
B2Mg1,298,47.823,0.314169869,0.342550951,0.322827205,0.872992104
B2O3,1400,134.306,0.680649106,0.922281125,0.651181585,0.400617803
B2O3,1300,131.294,0.668569248,0.005830773,0.247953674,0.634513119
B2O3,1200,128.072,0.53610339,0.56003988,0.089491528,0.485469456
B2O3,1100,124.516,0.700072032,0.619524999,0.178980031,0.63979596
B2O3,1000,120.625,0.699933121,0.428426812,0.446575812,0.955675137
B2O3,900,116.19,0.025274571,0.702669517,0.263525264,0.948361896
B2O3,800,111.169,0.592732357,0.964728149,0.599025044,0.754217526
B2O3,723,106.692,0.732467661,0.764671988,0.479696958,0.855058149
B2O3,700,105.228,0.461287153,0.551817547,0.409497512,0.361844812
B2O3,600,98.115,0.605187096,0.221897335,0.052113285,0.105078336
B2O3,500,89.287,0.197478243,0.973440238,0.7155458,0.285692377
B2O3,400,77.948,0.242027095,0.002725272,0.332063477,0.20000797
B2O3,300,62.927,0.646664652,0.498974288,0.569041374,0.942753618
B2O3,298,62.588,0.62510135,0.706137911,0.662127125,0.2968788
Ba1,298,28.096,0.303953575,0.745405054,0.121364729,0.86745539
Ba1,1400,39.066,0.141776516,0.284451323,0.444178351,0.696001364
Ba1,1300,39.066,0.100227871,0.921418261,0.421700446,0.106643752
Ba1,1200,39.066,0.84992685,0.243064434,0.692549088,0.601369425
Ba1,1100,39.066,0.766152759,0.442806112,0.49565671,0.869779004
Ba1,1000,39.066,0.441173862,0.816557877,0.553813474,0.025609186
Ba1,900,39.066,0.068646954,0.088221685,0.42109074,0.412511897
Ba1,800,39.066,0.832164783,0.04830371,0.781372837,0.426217644
Ba1,768.13,48.103,0.168606548,0.65646179,0.306729838,0.613737475
Ba1,768.13,39.066,0.734508086,0.633216774,0.825701554,0.9755338
Ba1,700,42.363,0.60126041,0.775725108,0.898714748,0.571496467
Ba1,600,33.941,0.245273883,0.017159778,0.315159779,0.495217957
Ba1,582.53,54.4,0.931562643,0.350388618,0.864948649,0.074730191
Ba1,582.53,32.468,0.606877554,0.736707393,0.448713366,0.760337828
Ba1,500,43.744,0.980367417,0.321201116,0.612058062,0.605282559
Ba1,450,38.031,0.521704462,0.609854867,0.799791622,0.7647085
Ba1,400,33.229,0.276998718,0.688838175,0.595126916,0.447452017
Ba1,350,29.898,0.251139632,0.22316921,0.283718267,0.315524705
Ba1,300,28.142,0.819347943,0.521389599,0.416132916,0.33150445
Ba1Br2,298,77.015,0.56916391,0.752143322,0.202231038,0.048452255
Ba1Br2,1400,100.839,0.995457546,0.501629061,0.741638709,0.438051685
Ba1Br2,1300,98.675,0.184984829,0.885865244,0.379508988,0.953598482
Ba1Br2,1200,96.512,0.348904804,0.835865799,0.133864857,0.252672723
Ba1Br2,1130,95.002,0.739954252,0.856585103,0.022781511,0.828083707
Ba1Br2,1100,94.353,0.966431018,0.486204773,0.724316948,0.173348664
Ba1Br2,1000,92.19,0.027229718,0.29219018,0.126805676,0.276129684
Ba1Br2,900,90.027,0.179005088,0.47893266,0.260102733,0.973701714
Ba1Br2,800,87.864,0.13184733,0.161207739,0.302807688,0.328220314
Ba1Br2,700,85.701,0.372094506,0.598243727,0.106822099,0.488687253
Ba1Br2,600,83.542,0.277339011,0.919660013,0.953019114,0.507392824
Ba1Br2,500,81.379,0.332427616,0.22014861,0.975617215,0.704152748
Ba1Br2,400,79.216,0.871930152,0.434408898,0.982820186,0.793869796
Ba1Br2,300,77.053,0.193746758,0.715831027,0.984353755,0.334965641
Ba1F2,298,72.204,0.216152281,0.47073954,0.603798146,0.8956573
Ba1F2,1900,107.654,0.134007368,0.031109659,0.838838917,0.301762229
Ba1F2,1800,107.654,0.757117227,0.314813778,0.308112949,0.24496891
Ba1F2,1700,107.654,0.344213209,0.308380224,0.535698101,0.824334632
Ba1F2,1641,107.654,0.75632455,0.882602685,0.462972987,0.986384302
Ba1F2,1600,107.654,0.500510434,0.893408965,0.230620941,0.735289621
Ba1F2,1500,107.654,0.634289439,0.44563582,0.227795149,0.738011504
Ba1F2,1480,107.104,0.287159216,0.497981234,0.266191666,0.840582187
Ba1F2,1480,107.654,0.482896873,0.768586101,0.504301329,0.603736572
Ba1F2,1400,114.014,0.504289943,0.403755949,0.609823978,0.762578046
Ba1F2,1300,137.654,0.453746173,0.793990812,0.186598926,0.006227418
Ba1F2,1240,194.914,0.750247142,0.593565446,0.435542111,0.578340825
Ba1F2,1240,194.713,0.294243554,0.134966347,0.903962705,0.592383329
Ba1F2,1200,130.541,0.798350367,0.214408283,0.692507984,0.538589443
Ba1F2,1100,104.182,0.368899571,0.69117377,0.675116889,0.955582723
Ba1F2,1000,94.558,0.446904635,0.894784113,0.995541932,0.80236062
Ba1F2,900,88.701,0.804770501,0.487288561,0.329499935,0.10795676
Ba1F2,800,84.935,0.079988799,0.327667784,0.469067636,0.636218684
Ba1F2,700,82.383,0.227201789,0.019537388,0.356348824,0.74350517
Ba1F2,600,80.333,0.944886425,0.946175997,0.34889838,0.541928392
Ba1F2,500,78.45,0.827945294,0.419583263,0.692197087,0.270850348
Ba1F2,400,75.94,0.62454737,0.430143513,0.34893073,0.11102565
Ba1F2,300,72.304,0.543856575,0.21637611,0.869088501,0.544205883
Ba1H2O2,900,134.892,0.887345536,0.01890543,0.592761688,0.968344005
Ba1H2O2,800,130.834,0.671750938,0.783876736,0.413814952,0.137428118
Ba1H2O2,700,126.775,0.882220809,0.442458856,0.546759082,0.264718814
Ba1H2O2,681.15,126.022,0.695122041,0.576074394,0.04440275,0.115108088
Ba1H2O2,600,122.717,0.246807283,0.41808091,0.259455774,0.826116292
Ba1H2O2,500,118.658,0.712266856,0.340355392,0.079325922,0.658688482
Ba1H2O2,400,112.633,0.482347691,0.748821062,0.480055472,0.758552747
Ba1H2O2,300,101.797,0.290005251,0.063339982,0.244550563,0.822862779
Ba1H2O2,298,101.629,0.015462337,0.972450423,0.575925397,0.54793507
Ba1I2,298,77.488,0.064123182,0.903261726,0.872981251,0.279608604
Ba1I2,2700,112.968,0.723064028,0.048839638,0.502558327,0.448039455
Ba1I2,2600,112.968,0.601031734,0.102604104,0.617818476,0.465044873
Ba1I2,2500,112.968,0.665623203,0.41379669,0.505533967,0.132299213
Ba1I2,2400,112.968,0.580712491,0.430616888,0.559337579,0.864443885
Ba1I2,2300,112.968,0.046463126,0.597523972,0.667423826,0.620157064
Ba1I2,2200,112.968,0.007923285,0.212608424,0.92725793,0.648824985
Ba1I2,2100,112.968,0.1591422,0.984856525,0.208565933,0.827193529
Ba1I2,2000,112.968,0.423190855,0.025129224,0.219874651,0.497429272
Ba1I2,1900,112.968,0.996886734,0.854861745,0.919622134,0.524968664
Ba1I2,1800,112.968,0.732644424,0.946982518,0.477215441,0.732467211
Ba1I2,1700,112.968,0.788206156,0.864679615,0.525502048,0.98199332
Ba1I2,1600,112.968,0.32430729,0.777852256,0.361251356,0.608982679
